page,index_on_page,start_date_text,start_date_datetime,title,url,institution,excerpt,counts_text
634,1,15 March 2018,2018-03-15 00:00:00,A study of decision making using UK Biobank and fMRI studies of economic choices,https://www.ukbiobank.ac.uk/projects/a-study-of-decision-making-using-uk-biobank-and-fmri-studies-of-economic-choices/,"University of Minnesota Twin Cities, United States of America","The main goal of the research is the systematic integration of genetic and brain activation data to explain the underpinnings of economic and social choice,…",6331 to 6340 of 6936 results found
634,2,15 March 2018,2018-03-15 00:00:00,"Genome Wide Association Studies of Colorectal Cancer, Uterine Leiomyoma and Other Tumor Types",https://www.ukbiobank.ac.uk/projects/genome-wide-association-studies-of-colorectal-cancer-uterine-leiomyoma-and-other-tumor-types/,"University of Helsinki, Finland","We will study genetic germline predisposition for colorectal cancer, Uterine Leiomyomas (fibroids) and other tumor types in order to find rare (and common) variants associated…",6331 to 6340 of 6936 results found
634,3,13 March 2018,2018-03-13 00:00:00,"Cardiometabolic and genetic determinants of brain structure and function – a focus on obesity, type 2 diabetes and associated factors",https://www.ukbiobank.ac.uk/projects/cardiometabolic-and-genetic-determinants-of-brain-structure-and-function-a-focus-on-obesity-type-2-diabetes-and-associated-factors/,"Monash University, Australia","This study aims to study the relative contribution of obesity, cardiometabolic factors and genetic factors to the development of brain dysfunction. The emphasis is on…",6331 to 6340 of 6936 results found
634,4,23 February 2018,2018-02-23 00:00:00,Quantifying the relationship between brain and body health using advanced MR imaging,https://www.ukbiobank.ac.uk/projects/quantifying-the-relationship-between-brain-and-body-health-using-advanced-mr-imaging/,"CSIRO, Australia",The health of the brain and the body are highly interrelated. Comorbidities of the nervous and cardiovascular systems are commonly reported: cardiovascular changes are often…,6331 to 6340 of 6936 results found
634,5,22 February 2018,2018-02-22 00:00:00,Investigate biological mechanisms of genetic interactions among disease-associated SNPs,https://www.ukbiobank.ac.uk/projects/investigate-biological-mechanisms-of-genetic-interactions-among-disease-associated-snps/,"University of Arizona, United States of America",The proposed project aims to investigate the relationship between functional convergence and genetic interactions among genetic variants contributed to the pathophysiology of complex diseases and…,6331 to 6340 of 6936 results found
634,6,22 February 2018,2018-02-22 00:00:00,Using UK biobank as a replication cohort in Case/Control GWAS for hidradenitis superativa (HS) risk loci,https://www.ukbiobank.ac.uk/projects/using-uk-biobank-as-a-replication-cohort-in-case-control-gwas-for-hidradenitis-superativa-hs-risk-loci/,"AbbVie Inc., United States of America",We are requesting access to specific genotypes we have identified as associated with hidradenitis superativa (HS) in a Genome-Wide Association Study (GWAS). Access to UK…,6331 to 6340 of 6936 results found
634,7,22 February 2018,2018-02-22 00:00:00,"Sedentary behaviour and the risk of colorectal, breast, or prostate cancer",https://www.ukbiobank.ac.uk/projects/sedentary-behaviour-and-the-risk-of-colorectal-breast-or-prostate-cancer/,"University of Otago, New Zealand",This project has three aims. (1) To investigate the associations between subjective measures of sedentary behaviour (for example self reported TV viewing time) and body…,6331 to 6340 of 6936 results found
634,8,22 February 2018,2018-02-22 00:00:00,Comprehensive genome-wide association study of different forms of hernia,https://www.ukbiobank.ac.uk/projects/comprehensive-genome-wide-association-study-of-different-forms-of-hernia/,"Statens Serum Institut, Denmark",The term hernia summarizes connective tissue ruptures that result in tissue leaving its normal position by passing through the opening. Hernias are divided by their…,6331 to 6340 of 6936 results found
634,9,22 February 2018,2018-02-22 00:00:00,Dissecting the genetic architecture of neurodegenerative diseases,https://www.ukbiobank.ac.uk/projects/dissecting-the-genetic-architecture-of-neurodegenerative-diseases/,"National Institute on Aging, United States of America",Neurodegenerative diseases (e.g. Alzheimer?s disease and Parkinson?s disease) are a major healthcare burden and the prevalence is predicted to increase significantly with the aging population.,6331 to 6340 of 6936 results found
634,10,22 February 2018,2018-02-22 00:00:00,Utilizing the UK Biobank Genetic and Phenotypic Data to Investigate and Further Define the Role of Functional Genetic Variation in Human Health and Disease in Support of Therapeutic Discovery,https://www.ukbiobank.ac.uk/projects/utilizing-the-uk-biobank-genetic-and-phenotypic-data-to-investigate-and-further-define-the-role-of-functional-genetic-variation-in-human-health-and-disease-in-support-of-therapeutic-discovery/,"Empirico Inc, United States of America",Human genetics is now an integral part of pharmaceutical R&D. It has been shown that drug targets with human genetics evidence are more likely to…,6331 to 6340 of 6936 results found
635,1,22 February 2018,2018-02-22 00:00:00,Genome-wide association studies of alcohol dependence and substance-misuse.,https://www.ukbiobank.ac.uk/projects/genome-wide-association-studies-of-alcohol-dependence-and-substance-misuse/,"Washington University in St. Louis, United States of America",The primary aim is to identify genetic associations with a) alcohol dependence and b) substance misuse (including alcohol misuse and illicit drug misuse) via genome-wide…,6341 to 6350 of 6936 results found
635,2,22 February 2018,2018-02-22 00:00:00,"Confirmation and expansion of NIH intramural results related to brain imaging, gene-dose effects and genetic scores",https://www.ukbiobank.ac.uk/projects/confirmation-and-expansion-of-nih-intramural-results-related-to-brain-imaging-gene-dose-effects-and-genetic-scores/,"National Institute of Mental Health, United States of America","Findings we would like to confirm include the association between gyrification and general cognitive ability (Gregory et al., 2016), allometric analysis of the relationship between…",6341 to 6350 of 6936 results found
635,3,22 February 2018,2018-02-22 00:00:00,Defining disease risk with genotype and phenotype integration using machine learning methods,https://www.ukbiobank.ac.uk/projects/defining-disease-risk-with-genotype-and-phenotype-integration-using-machine-learning-methods/,"Genuity Science, Inc, United States of America",The primary aim of this proposal is to use the UK Biobank data to determine whether artificial intelligence methods based on combining genetic risk variants…,6341 to 6350 of 6936 results found
635,4,21 February 2018,2018-02-21 00:00:00,"Relationship between oral health, dietary intake and nutritional status among middle- and older-aged adults in the UK",https://www.ukbiobank.ac.uk/projects/relationship-between-oral-health-dietary-intake-and-nutritional-status-among-middle-and-older-aged-adults-in-the-uk/,"Queen's University Belfast, Great Britain",The overall aim is to investigate if oral health is associated with dietary intake and nutritional status in middle- and older-aged adults in the UK.,6341 to 6350 of 6936 results found
635,5,21 February 2018,2018-02-21 00:00:00,Sub-phenotyping for prediction and genetic association testing,https://www.ukbiobank.ac.uk/projects/sub-phenotyping-for-prediction-and-genetic-association-testing/,"University of California, San Francisco, United States of America","Many diseases are heterogeneous amalgams of complex biological processes, impeding both patient treatment and biological insights. Medically, this heterogeneity causes disease misclassification and oversimplification, as…",6341 to 6350 of 6936 results found
635,6,21 February 2018,2018-02-21 00:00:00,"Use of large scale, real world genotype ?to-phenotype data to identify disease sub-types that will enable precision medicine drug discovery and development",https://www.ukbiobank.ac.uk/projects/use-of-large-scale-real-world-genotype-to-phenotype-data-to-identify-disease-sub-types-that-will-enable-precision-medicine-drug-discovery-and-development/,"Pfizer Inc, USA, United States of America",a.Perform phewas on phenotype-associated loci/variants to elucidate risk/benefit profiles for coincident diseases. b.Perform phewas on targets of known drugs and public compound libraries to…,6341 to 6350 of 6936 results found
635,7,2 February 2018,2018-02-02 00:00:00,Explanatory epidemiological models from genotype to phenotype,https://www.ukbiobank.ac.uk/projects/explanatory-epidemiological-models-from-genotype-to-phenotype/,"King Abdullah University of Science and Technology, Saudi Arabia","There is evidence that genes implicated in similar diseases reflect underlying physiological networks, such that mutations in genes that normally interact with each other result…",6341 to 6350 of 6936 results found
635,8,17 November 2017,2017-11-17 00:00:00,Identifying causes of obesity and liver disease using population genetics,https://www.ukbiobank.ac.uk/projects/identifying-causes-of-obesity-and-liver-disease-using-population-genetics/,"University of Michigan, United States of America",Obesity and nonalcoholic fatty liver disease (NAFLD) are global epidemics that cause much morbidity and mortality. We aim to use UK Biobank data to carry…,6341 to 6350 of 6936 results found
635,9,1 November 2017,2017-11-01 00:00:00,A PRECISION MEDICINE APPROACH FOR TREATMENT AND PREVENTION OF ALZHEIMER?S DISEASE USING STATINS,https://www.ukbiobank.ac.uk/projects/a-precision-medicine-approach-for-treatment-and-prevention-of-alzheimers-disease-using-statins/,"University of Southern California, United States of America","Alzheimer?s disease (AD) has reached global epidemic proportions. Therapeutics to prevent, delay and treat AD are urgently needed. Significant emerging evidence links cholesterol, Aß…",6341 to 6350 of 6936 results found
635,10,1 November 2017,2017-11-01 00:00:00,Using the UK Biobank to validate and refine two diabetes risk prediction tools,https://www.ukbiobank.ac.uk/projects/using-the-uk-biobank-to-validate-and-refine-two-diabetes-risk-prediction-tools/,"University of Leicester, Great Britain",We aim to: 1) Externally validate two diabetes risk prediction tools (Leicester Self-assessment score and the Leicester Practice risk score) using a national data…,6341 to 6350 of 6936 results found
636,1,1 November 2017,2017-11-01 00:00:00,Fine-scale ancestry in the UK Biobank samples,https://www.ukbiobank.ac.uk/projects/fine-scale-ancestry-in-the-uk-biobank-samples/,"Living DNA Ltd, Great Britain",Our research questions are (a) Can we build an accurate model that can be deployed on a large scale? We aim to build a…,6351 to 6360 of 6936 results found
636,2,10 October 2017,2017-10-10 01:00:00,Identifying correlations between genetic ancestry and clinically relevant phenotypes.,https://www.ukbiobank.ac.uk/projects/identifying-correlations-between-genetic-ancestry-and-clinically-relevant-phenotypes/,"Encompass Bioscience, Inc., United States of America",We are interested in the correlation between genetic ancestry and clinically relevant phenotypes (such as diagnostic test results). These relationships can improve the accuracy of…,6351 to 6360 of 6936 results found
636,3,2 October 2017,2017-10-02 01:00:00,Integrative Prioritization of Loci for Alcohol Use Disorders and Associated Complex Traits,https://www.ukbiobank.ac.uk/projects/integrative-prioritization-of-loci-for-alcohol-use-disorders-and-associated-complex-traits/,"Emory University, United States of America",Gene finding studies struggle to predict complex traits. The hypotheses being tested are that (1) common genetic markers are useful proxies for either real or…,6351 to 6360 of 6936 results found
636,4,1 October 2017,2017-10-01 01:00:00,Vitamin D and Major Depression: understanding the causal relationship and shared genetic influences,https://www.ukbiobank.ac.uk/projects/vitamin-d-and-major-depression-understanding-the-causal-relationship-and-shared-genetic-influences/,"Massachusetts General Hospital, United States of America","Increasing evidence suggests that low circulating levels of 25-hydroxyvitamin D [25(OH)D] may play a role in the pathophysiology of depression. Using genetic epidemiology methods, we…",6351 to 6360 of 6936 results found
636,5,1 October 2017,2017-10-01 01:00:00,Methodological extensions to estimate genetic heritability and shared risk factors for phenotypes of the UK Biobank,https://www.ukbiobank.ac.uk/projects/methodological-extensions-to-estimate-genetic-heritability-and-shared-risk-factors-for-phenotypes-of-the-uk-biobank/,"Broad Institute, United States of America","We will investigate new approaches to estimating heritability for a wide range of phenotypes and health outcomes, and look at what genetic risk factors are…",6351 to 6360 of 6936 results found
636,6,30 September 2017,2017-09-30 01:00:00,Prediction of cardiovascular disease using risk engines and calculators from Precision Wellness,https://www.ukbiobank.ac.uk/projects/prediction-of-cardiovascular-disease-using-risk-engines-and-calculators-from-precision-wellness/,"Precision Wellness, Inc., United States of America","This project aims to improve cardiovascular health through stratification, by development and validation of calculators and engines for eight highly interrelated chronic diseases: coronary artery…",6351 to 6360 of 6936 results found
636,7,15 September 2017,2017-09-15 01:00:00,Evaluation of genetic and non-genetic risk factors for degenerative rotator cuff disease.,https://www.ukbiobank.ac.uk/projects/evaluation-of-genetic-and-non-genetic-risk-factors-for-degenerative-rotator-cuff-disease/,"Washington University in St. Louis, United States of America",Aim 1: We will test associations of genetic variants with degenerative rotator cuff disease risk through a genome-wide association study (GWAS). Aim 2: We…,6351 to 6360 of 6936 results found
636,8,15 September 2017,2017-09-15 01:00:00,"Overlap in aging-related phenotypes, genome and epigenome: toward a general factor of aging",https://www.ukbiobank.ac.uk/projects/overlap-in-aging-related-phenotypes-genome-and-epigenome-toward-a-general-factor-of-aging/,"BioAge Labs, Inc., United States of America",Understanding the factors that drive the aging process in humans is a fundamental problem in basic medical research. It is known that there are correlations…,6351 to 6360 of 6936 results found
636,9,9 September 2017,2017-09-09 01:00:00,Unravelling environmental and genetic drivers of gallstone disease,https://www.ukbiobank.ac.uk/projects/unravelling-environmental-and-genetic-drivers-of-gallstone-disease/,"University of Edinburgh, Great Britain","Gallstones are a common condition which affect up to 15% of adults in the developed world. Gallstones are typically found in the gallbladder, under the…",6351 to 6360 of 6936 results found
636,10,4 September 2017,2017-09-04 01:00:00,"The impact of physical activity on COPD, asthma and lung function",https://www.ukbiobank.ac.uk/projects/the-impact-of-physical-activity-on-copd-asthma-and-lung-function/,"University of Melbourne, Australia",Physical activity is an important factor for maintaining good health; however results of previous research have produced inconsistent results regarding the relationship between physical activity…,6351 to 6360 of 6936 results found
637,1,4 September 2017,2017-09-04 01:00:00,The effect of gene-by-environment interactions on obesity and cardiovascular disease risk,https://www.ukbiobank.ac.uk/projects/the-effect-of-gene-by-environment-interactions-on-obesity-and-cardiovascular-disease-risk/,"23andMe, Inc., United States of America","Body mass index (BMI) is a clinical risk factor for cardiovascular disease (CVD). However, the relationship is complex and depends on both lifestyle and metabolic…",6361 to 6370 of 6936 results found
637,2,1 September 2017,2017-09-01 01:00:00,"Physical activity, adiposity and brain health",https://www.ukbiobank.ac.uk/projects/physical-activity-adiposity-and-brain-health/,"Loughborough University, Great Britain","Physical activity (PA) may help to preserve and maintain cognitive function and decrease the risk of dementia and Alzheimers disease, which might be linked to…",6361 to 6370 of 6936 results found
637,3,1 September 2017,2017-09-01 01:00:00,FunDysGWAS: GWAS studies of functional dyspepsia,https://www.ukbiobank.ac.uk/projects/fundysgwas-gwas-studies-of-functional-dyspepsia/,"Biogipuzkoa Health Research Institute, Spain","Functional dyspepsia (FD) affects >10% of people worldwide with symptoms including postprandial fullness, early satiation and epigastric pain/burning in the absence of an underlying organic…",6361 to 6370 of 6936 results found
637,4,1 September 2017,2017-09-01 01:00:00,Predictive analytics for heart failure: enabling individualization of care and patient education through improved prognostication,https://www.ukbiobank.ac.uk/projects/predictive-analytics-for-heart-failure-enabling-individualization-of-care-and-patient-education-through-improved-prognostication/,"Hospital for Sick Children, Canada","2 clinical (#1-2)/2 methodological objectives (#3-4): 1. Develop risk prediction models for the development of heart failure (HF), including lifestyle factors, and develop interactive…",6361 to 6370 of 6936 results found
637,5,1 September 2017,2017-09-01 01:00:00,Computational Modelling of Human Heart using MR Images,https://www.ukbiobank.ac.uk/projects/computational-modelling-of-human-heart-using-mr-images/,"University of Warwick, Great Britain","Human heart MR Image analysis to develop an automatic procedure for cardiovascular diseases diagnosis and prognosis. The patients suffering from hypertrophic and dilated cardiomyopathy, arrhythmia,…",6361 to 6370 of 6936 results found
637,6,15 August 2017,2017-08-15 01:00:00,Social isolation and loneliness in relation to cardiovascular and cancer morbidity and mortality,https://www.ukbiobank.ac.uk/projects/social-isolation-and-loneliness-in-relation-to-cardiovascular-and-cancer-morbidity-and-mortality/,"University of Oxford, Great Britain","Social isolation and loneliness may increase risk of cardiovascular disease and stroke. However, previous studies are limited by possible bias from small samples, confounding, and…",6361 to 6370 of 6936 results found
637,7,14 August 2017,2017-08-14 01:00:00,Statistical Methods for Large Scale Genetic Studies,https://www.ukbiobank.ac.uk/projects/statistical-methods-for-large-scale-genetic-studies/,"Stanford University, United States of America",Our goal is to develop new data analysis methods that are well suited to discover the many genetic signals that influence traits of medical relevance.,6361 to 6370 of 6936 results found
637,8,3 August 2017,2017-08-03 01:00:00,Quantitative and population genetics in UK Biobank,https://www.ukbiobank.ac.uk/projects/quantitative-and-population-genetics-in-uk-biobank/,"University of Edinburgh, Great Britain","The relationship between the manifestations of our genes, such as our risk of common diseases, and the genetic variants within our genes is fundamental to…",6361 to 6370 of 6936 results found
637,9,1 August 2017,2017-08-01 01:00:00,Identification of pleiotropic loci for asthma and obesity,https://www.ukbiobank.ac.uk/projects/identification-of-pleiotropic-loci-for-asthma-and-obesity/,"Yale University, United States of America","Asthma and obesity are comorbid conditions, and shared genetic predisposition or genetic pleiotropy may account for this comorbidity. The goal of this research project is…",6361 to 6370 of 6936 results found
637,10,1 August 2017,2017-08-01 01:00:00,Defining physical activity phenotypes based on objective measures and dissecting the genetic and phenotypic relationships of physical activity with diseases and health outcomes,https://www.ukbiobank.ac.uk/projects/defining-physical-activity-phenotypes-based-on-objective-measures-and-dissecting-the-genetic-and-phenotypic-relationships-of-physical-activity-with-diseases-and-health-outcomes/,"Yale University, United States of America","Insufficient physical activity as a major public health concern is associated with increased disease risks and mortality. However, little is known about the genetic predispositions…",6361 to 6370 of 6936 results found
638,1,1 August 2017,2017-08-01 01:00:00,"Relationship between type 2 diabetes, musculoskeletal pain and physical activity",https://www.ukbiobank.ac.uk/projects/relationship-between-type-2-diabetes-musculoskeletal-pain-and-physical-activity/,"University of Sydney, Australia","Aims:if people with diabetes experience more musculoskeletal pain compared to those without diabetes, and among those with diabetes. Whether metformin has any influence on musculoskeletal…",6371 to 6380 of 6936 results found
638,2,1 August 2017,2017-08-01 01:00:00,Association between serum sex steroid hormones and ductal carcinoma in situ among UK women,https://www.ukbiobank.ac.uk/projects/association-between-serum-sex-steroid-hormones-and-ductal-carcinoma-in-situ-among-uk-women/,"Albert Einstein College of Medicine, United States of America","Endogenous sex steroid hormone levels, particularly oestrogen, are strongly associated with increased risk of invasive ductal carcinoma, but their role in the development of ductal…",6371 to 6380 of 6936 results found
638,3,1 August 2017,2017-08-01 01:00:00,Exploring liver disease cause & effect through Mendelian randomisation.,https://www.ukbiobank.ac.uk/projects/exploring-liver-disease-cause-effect-through-mendelian-randomisation/,"University College London, Great Britain","Non-alcoholic fatty liver disease (NAFLD) describes the build-up of fat in the liver. One in three people in the UK have NAFLD, which in time…",6371 to 6380 of 6936 results found
638,4,31 July 2017,2017-07-31 01:00:00,Mendelian Randomization analysis of the causal effect of obesity and coronary artery disease on healthcare costs,https://www.ukbiobank.ac.uk/projects/mendelian-randomization-analysis-of-the-causal-effect-of-obesity-and-coronary-artery-disease-on-healthcare-costs/,"University of Bristol, Great Britain",Accurate information on the healthcare costs associated with health conditions is required by healthcare funders. Observational studies that describe associations between health conditions and cost…,6371 to 6380 of 6936 results found
638,5,24 July 2017,2017-07-24 01:00:00,Associations between physical multimorbidity and mental health outcomes in older adults,https://www.ukbiobank.ac.uk/projects/associations-between-physical-multimorbidity-and-mental-health-outcomes-in-older-adults/,"University of Edinburgh, Great Britain","My research will explore links between having numerous physical illnesses and subsequent mental health problems, mainly in older people. It is known that physical ill-health…",6371 to 6380 of 6936 results found
638,6,19 July 2017,2017-07-19 01:00:00,"Urbanicity and Associations with Biology, Behaviour and Lifestyle in the UK Biobank",https://www.ukbiobank.ac.uk/projects/urbanicity-and-associations-with-biology-behaviour-and-lifestyle-in-the-uk-biobank/,"Charite - Universitatsmedizin Berlin, Germany",An estimated 70% of the world’s population will live in urban areas by 2050. With this rapid change to urban environments comes significant alterations to…,6371 to 6380 of 6936 results found
638,7,15 July 2017,2017-07-15 01:00:00,"Food consumption (coffee, dairy products and soft drinks), Mediterranean dietary pattern and risk of falls or hearing loss in the elderly.",https://www.ukbiobank.ac.uk/projects/food-consumption-coffee-dairy-products-and-soft-drinks-mediterranean-dietary-pattern-and-risk-of-falls-or-hearing-loss-in-the-elderly/,"Autonomous University of Madrid, Spain","The main objective of the proposed research is to evaluate the prospective relationship between the consumption of different foods (specifically: coffee consumption, dairy products, soft…",6371 to 6380 of 6936 results found
638,8,14 July 2017,2017-07-14 01:00:00,Ocular Genetics in the UK Biobank,https://www.ukbiobank.ac.uk/projects/ocular-genetics-in-the-uk-biobank/,"Ohio State University Physicians, Inc., United States of America",Genome-wide association studies (GWAS) have led to the identification of genetic variants that are associated with a variety of human diseases and traits. While their…,6371 to 6380 of 6936 results found
638,9,3 July 2017,2017-07-03 01:00:00,Understanding the Genetics of Type 1 Diabetes and Related Complications,https://www.ukbiobank.ac.uk/projects/understanding-the-genetics-of-type-1-diabetes-and-related-complications/,"University of Edinburgh, Great Britain",1) Our primary research aim is to use UK Biobank phenotype and genotype data to discover new genetic loci associated with type 1 diabetes and…,6371 to 6380 of 6936 results found
638,10,3 July 2017,2017-07-03 01:00:00,Validating risk prediction models for common hormonal cancers,https://www.ukbiobank.ac.uk/projects/validating-risk-prediction-models-for-common-hormonal-cancers/,"University of Cambridge, Great Britain",Genetic and other risk-factor data can potentially be used to predict a person?s risk of developing a particular type of cancer. These individual risks could…,6371 to 6380 of 6936 results found
639,1,3 July 2017,2017-07-03 01:00:00,Using UK Biobank for ageing and disease relationship studies.,https://www.ukbiobank.ac.uk/projects/using-uk-biobank-for-ageing-and-disease-relationship-studies/,"European Bioinformatics Institute (EBI), Great Britain",The nature of the association between ageing and age-related diseases has not yet been thoroughly studied mainly due to lack of comprehensive datasets. In this…,6381 to 6390 of 6936 results found
639,2,1 July 2017,2017-07-01 01:00:00,Investigations of methods for integrative causal inference modelling,https://www.ukbiobank.ac.uk/projects/investigations-of-methods-for-integrative-causal-inference-modelling/,"Jewish General Hospital, Canada","We are interested in evaluating existing statistical analysis methods for investigating when genetic variants have effects on more than one trait or phenotype, and in…",6381 to 6390 of 6936 results found
639,3,1 July 2017,2017-07-01 01:00:00,Genetic determinants of healthy ageing.,https://www.ukbiobank.ac.uk/projects/genetic-determinants-of-healthy-ageing/,"National Institute for Health and Welfare, Finland",High and healthy lifespan has a significant genetic component. It is yet unclear whether this is due to lack of predisposing genetic variants for various…,6381 to 6390 of 6936 results found
639,4,1 July 2017,2017-07-01 01:00:00,Investigation of genetic factors underlying cardiovascular diseases and their factors,https://www.ukbiobank.ac.uk/projects/investigation-of-genetic-factors-underlying-cardiovascular-diseases-and-their-factors/,"National Heart, Lung and Blood Institute, United States of America","Previous genome-wide association analyses have identified common genetic variants contributing to cardiovascular disease and its risk factors. However, larger sample sizes are needed to identify…",6381 to 6390 of 6936 results found
639,5,1 July 2017,2017-07-01 01:00:00,A statistical framework for personalized nutrition recommendations based on genetic and anthropometric data.,https://www.ukbiobank.ac.uk/projects/a-statistical-framework-for-personalized-nutrition-recommendations-based-on-genetic-and-anthropometric-data/,"Weizmann Institute of Science, Israel",In recent years there is accumulating evidence that genetics and lifestyle habits interplay in complex ways to affect clinical conditions. We intend to investigate the…,6381 to 6390 of 6936 results found
639,6,1 July 2017,2017-07-01 01:00:00,Epidemiologic and genetic analyses of aging-associated diseases and mortality,https://www.ukbiobank.ac.uk/projects/epidemiologic-and-genetic-analyses-of-aging-associated-diseases-and-mortality/,"Karolinska Institutet, Sweden","The aim of this project is to identify the potentially modifiable risk factors, such as diet, lifestyle, hormonal, and anthropometric measures, and genetic factors for…",6381 to 6390 of 6936 results found
639,7,1 July 2017,2017-07-01 01:00:00,Study of gene-environment interaction and Mendelian randomization of obesity and cardiometabolic risk,https://www.ukbiobank.ac.uk/projects/study-of-gene-environment-interaction-and-mendelian-randomization-of-obesity-and-cardiometabolic-risk/,"Tulane University, United States of America","Obesity and cardiometabolic risk are the major threats to the public health worldwide, determined by genetic susceptibility, environmental risk factors, and their interactions; however, it…",6381 to 6390 of 6936 results found
639,8,1 July 2017,2017-07-01 01:00:00,Study of the effect of genetic variants in vitamin and mineral metabolic pathways on health outcomes,https://www.ukbiobank.ac.uk/projects/study-of-the-effect-of-genetic-variants-in-vitamin-and-mineral-metabolic-pathways-on-health-outcomes/,"Lifenome Inc., United States of America",The proposed study aims at investigating associations between single nucleotide polymorphisms in metabolic pathways of essential vitamins and minerals and health conditions. Clinical deficiencies in…,6381 to 6390 of 6936 results found
639,9,1 July 2017,2017-07-01 01:00:00,HLA Class I and II Associations with Renal Dysfunction in an Aging Population,https://www.ukbiobank.ac.uk/projects/hla-class-i-and-ii-associations-with-renal-dysfunction-in-an-aging-population/,"University of Manchester, Great Britain",This project aims to establish a new way of identifying immune-related genes which impact upon renal disease. This project will ?impute? HLA types from Biobank…,6381 to 6390 of 6936 results found
639,10,1 July 2017,2017-07-01 01:00:00,Severe hypertension in African descent population,https://www.ukbiobank.ac.uk/projects/severe-hypertension-in-african-descent-population/,"National Human Genome Research Institute, United States of America","The etiology of racial/ethnic differences in health involves dynamic interactions between genetic, behavioral and social-environmental determinants. However these determinants and their interactions are poorly understood…",6381 to 6390 of 6936 results found
640,1,1 July 2017,2017-07-01 01:00:00,Exploring the shared genetic aetiology between schizophrenia and cognition,https://www.ukbiobank.ac.uk/projects/exploring-the-shared-genetic-aetiology-between-schizophrenia-and-cognition/,"University of Galway, Ireland","A major component of schizophrenia is problems with cognition (learning, memory, IQ, attention) that cause severe disability. Schizophrenia and cognition are both strongly genetic. New…",6391 to 6400 of 6936 results found
640,2,1 July 2017,2017-07-01 01:00:00,Identifying traits associated with parkinsonism and dementia hits from genome-wide association studies,https://www.ukbiobank.ac.uk/projects/identifying-traits-associated-with-parkinsonism-and-dementia-hits-from-genome-wide-association-studies/,"Van Andel Research Institute, United States of America",Our understanding of the genetic architecture of neurological disease has seen significant advances over the last decade. Although we now know that many genetic loci…,6391 to 6400 of 6936 results found
640,3,1 July 2017,2017-07-01 01:00:00,"Identifying the healthy aging pattern of topological asymmetry of human brain networks and the underlying pathway between gene, brain asymmetry and cognitive",https://www.ukbiobank.ac.uk/projects/identifying-the-healthy-aging-pattern-of-topological-asymmetry-of-human-brain-networks-and-the-underlying-pathway-between-gene-brain-asymmetry-and-cognitive/,"Beijing Normal University, China","Human brain is structurally and functionally asymmetrical. A number of asymmetries in brain phenotypes change dynamically during aging. From the perspective of brain network, abnormal…",6391 to 6400 of 6936 results found
640,4,1 July 2017,2017-07-01 01:00:00,Prediction and association studies on complex phenotypes,https://www.ukbiobank.ac.uk/projects/prediction-and-association-studies-on-complex-phenotypes/,"Human Longevity, Inc, United States of America",We hope to use the UK Biobank data to design and test state-of-the-art machine learning algorithms for understanding how the genome influences the progression of…,6391 to 6400 of 6936 results found
640,5,30 June 2017,2017-06-30 01:00:00,Predicting Risk for Chronic Conditions using Machine Learning,https://www.ukbiobank.ac.uk/projects/predicting-risk-for-chronic-conditions-using-machine-learning/,"Babylon Partners Ltd, Great Britain","Disease risk prediction relies on well established analysis tools and simple statistical techniques. More recent methods, such as machine learning, rely on large representative datasets…",6391 to 6400 of 6936 results found
640,6,30 June 2017,2017-06-30 01:00:00,Associations between chronic obstructive pulmonary disease measures and time use,https://www.ukbiobank.ac.uk/projects/associations-between-chronic-obstructive-pulmonary-disease-measures-and-time-use/,"University of South Australia, Australia","Chronic obstructive pulmonary disease (COPD) is characterised by chronic, progressive airflow limitation. Severity of airflow limitation and presence of comorbidities contribute to overall severity, increasing…",6391 to 6400 of 6936 results found
640,7,30 June 2017,2017-06-30 01:00:00,"Macular Telangiectasia (Mactel type 2) – Systemic, Genetic and Ocular associations",https://www.ukbiobank.ac.uk/projects/macular-telangiectasia-mactel-type-2-systemic-genetic-and-ocular-associations/,"Moorfields Eye Hospital NHS Foundation Trust, Great Britain","Macular telangiectasia (MacTel) is an eye disorder that results in slowly progressive loss of central vision. At present, there is no known cure or treatment…",6391 to 6400 of 6936 results found
640,8,27 June 2017,2017-06-27 01:00:00,MGI Center for Common Disease Genomics,https://www.ukbiobank.ac.uk/projects/mgi-center-for-common-disease-genomics/,"Washington University in St. Louis, United States of America","The McDonnell Genome Institute (MGI) Center for Common Disease Genomics (CCDG) aims to comprehensively identify variants, genes, and pathways underlying complex human diseases and quantitative…",6391 to 6400 of 6936 results found
640,9,15 June 2017,2017-06-15 01:00:00,Imaging genetics on depressive and bipolar disorders,https://www.ukbiobank.ac.uk/projects/imaging-genetics-on-depressive-and-bipolar-disorders/,"University of Hong Kong, Hong Kong",The direct link between genotype and phenotype is hard to observe in complex mental illness such as depression and bipolar disorders. Yet the intermediate phenotypes…,6391 to 6400 of 6936 results found
640,10,15 June 2017,2017-06-15 01:00:00,"Association Studies of Infertility, Cardiovascular Diseases, and Type 2 Diabetes",https://www.ukbiobank.ac.uk/projects/association-studies-of-infertility-cardiovascular-diseases-and-type-2-diabetes/,"University of California, Berkeley, United States of America",We aim to verify various disease associations we see in isolated populations to those in UK Biobank. The main research problems we plan to investigate…,6391 to 6400 of 6936 results found
