app_id,start_date,month,pre_post_july_2024,title,institution,website_url,HIGH_SENSITIVITY,LOWER_SENSITIVITY_COMPARISON,LOW_STRICT,hs_wes_wgs_sequence,hs_s3_direct,hs_s3_text,hs_o2_field,hs_restricted_field,linked_field_count,linked_s3_field_count,linked_s3_field_count_timing_conservative,linked_o2_field_count,linked_restricted_field_count,field_debut_after_project_start,field_debut_after_project_start_ids,control_layer,control_evidence_type,control_matched_term,control_inferred_product,previous_classification,previous_confidence,legacy_route_modalities,already_rap_modalities,hs_sequence_product_term,hs_sequence_product_source,hs_sequence_product_excerpt,hs_s3_text_term,hs_s3_text_source,hs_s3_text_source_field_ids,hs_s3_text_source_field_titles,hs_s3_text_family,hs_s3_text_excerpt,evidence_source,evidence_detail,classification_reason
321004,2025-01-22,2025-01,post_july_2024,AI in Alzheimer Diagnostics,Avans University of Applied Sciences,https://www.ukbiobank.ac.uk/projects/ai-in-alzheimer-diagnostics/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,UNCLEAR,LOW,,,,,,,,,,,,lower-sensitivity comparison complement,,no identified high evidence under the observable proxy
322987,2024-11-12,2024-11,post_july_2024,"Comprehensive Analysis of Lifestyle, Genetic, and Environmental Factors on Urological Tumors: Integrating Clinical Data, Imaging Studies, and Genetic Analyses Using the UK Biobank Cohort",Peking University First Hospital,https://www.ukbiobank.ac.uk/projects/comprehensive-analysis-of-lifestyle-genetic-and-environmental-factors-on-urological-tumors-integrating-clinical-data-imaging-studies-and-genetic-analyses-using-the-uk-biobank-cohort/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,NEWLY_RAP_BOUND,HIGH,ENVIRONMENT_GEOSPATIAL|IMAGING|QUESTIONNAIRES_ASSESSMENT,,,,,,,,,,,lower-sensitivity comparison complement,,no identified high evidence under the observable proxy
323310,2025-02-07,2025-02,post_july_2024,"Exploring Covariant Patterns of Demographic, Behavior, and Brain Connectivity Changes During Aging",Beijing Normal University,https://www.ukbiobank.ac.uk/projects/exploring-covariant-patterns-of-demographic-behavior-and-brain-connectivity-changes-during-aging/,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,NEWLY_RAP_BOUND,HIGH,IMAGING,,,,,brain imaging,schema27_notes,20215; 20216; 20217; 20218; 20219; 20220; 20221; 20225; 20227; 20249; 20250; 20251; 20252; 20253; 20266; 26300; 31219; 31220; 31221; 31222; 31223; 31224; 31225; 31226; 31227; 31228; 31229; 31230; 31231; 31232; 31233; 31234; 31235; 31236; 31237; 31238; 31239; 31240; 31241; 31242; 31243; 31244; 1020215; 1020216; 1020217; 1020218; 1020219; 1020220; 1020221; 1020225; 1020227; 1020249; 1020250; 1020251; 1020252; 1020253; 1020266; 1026300; 2020215; 2020216; 2020217; 2020218; 2020219; 2020220; 2020221; 2020225; 2020227; 2020249; 2020250; 2020251; 2020252; 2020253; 2020266; 2026300,Scout images for brain scans - DICOM; T1 structural brain images - DICOM; Functional brain images - task - DICOM; Multiband diffusion brain images - DICOM; Susceptibility weighted brain images - DICOM; T2 FLAIR structural brain images - DICOM; T2/PD brain images - DICOM; Functional brain images - resting - DICOM; Functional brain images - resting - NIFTI; Functional brain images - task - NIFTI; Multiband diffusion brain images - NIFTI; Susceptibility weighted brain images - NIFTI; ... +62 more,Brain MRI/imaging,This research project aims to investigate how aging affects brain function and its connection to neurodegenerative diseases like Alzheimer's. We will use a method called canonical correlation analysis (CCA) to analyze data from the UK...,S3-derived application text,schema27_notes term=brain imaging field_family=Brain MRI/imaging,application text matched high-precision term derived from the 199 s3 Schema 1 fields
323644,2024-11-11,2024-11,post_july_2024,The Impact of Childhood Illnesses on Adolescent Spinal Deformities,Wenzhou Medical University,https://www.ukbiobank.ac.uk/projects/the-impact-of-childhood-illnesses-on-adolescent-spinal-deformities/,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,NEWLY_RAP_BOUND,HIGH,IMAGING|QUESTIONNAIRES_ASSESSMENT,,,,,brain imaging,schema27_notes,20215; 20216; 20217; 20218; 20219; 20220; 20221; 20225; 20227; 20249; 20250; 20251; 20252; 20253; 20266; 26300; 31219; 31220; 31221; 31222; 31223; 31224; 31225; 31226; 31227; 31228; 31229; 31230; 31231; 31232; 31233; 31234; 31235; 31236; 31237; 31238; 31239; 31240; 31241; 31242; 31243; 31244; 1020215; 1020216; 1020217; 1020218; 1020219; 1020220; 1020221; 1020225; 1020227; 1020249; 1020250; 1020251; 1020252; 1020253; 1020266; 1026300; 2020215; 2020216; 2020217; 2020218; 2020219; 2020220; 2020221; 2020225; 2020227; 2020249; 2020250; 2020251; 2020252; 2020253; 2020266; 2026300,Scout images for brain scans - DICOM; T1 structural brain images - DICOM; Functional brain images - task - DICOM; Multiband diffusion brain images - DICOM; Susceptibility weighted brain images - DICOM; T2 FLAIR structural brain images - DICOM; T2/PD brain images - DICOM; Functional brain images - resting - DICOM; Functional brain images - resting - NIFTI; Functional brain images - task - NIFTI; Multiband diffusion brain images - NIFTI; Susceptibility weighted brain images - NIFTI; ... +62 more,Brain MRI/imaging,"...uide the early-stage prevention, etiological diagnosis, and treatment of scoliosis at the brain-imaging level. General pediatricians, hospitalists, orthopedic surgeons, researchers, in optimizing health recovery strategies for children affected by scoliosis.",S3-derived application text,schema27_notes term=brain imaging field_family=Brain MRI/imaging,application text matched high-precision term derived from the 199 s3 Schema 1 fields
324302,2024-11-27,2024-11,post_july_2024,"Synergistic impact from genetic, metabolic and environmental risk factors on multimorbidity",University of Oulu,https://www.ukbiobank.ac.uk/projects/synergistic-impact-from-genetic-metabolic-and-environmental-risk-factors-on-multimorbidity/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,NEWLY_RAP_BOUND,HIGH,BIOMARKERS_ASSAYS,,,,,,,,,,,lower-sensitivity comparison complement,,no identified high evidence under the observable proxy
324631,2024-12-17,2024-12,post_july_2024,"Applying machine learning to metabolic diseases: biomarker verification, pathway analysis, predictive model enhancement, and personalized medicine with Explainable AI",Helmholtz Zentrum Munchen,https://www.ukbiobank.ac.uk/projects/applying-machine-learning-to-metabolic-diseases-biomarker-verification-pathway-analysis-predictive-model-enhancement-and-personalized-medicine-with-explainable-ai/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,NEWLY_RAP_BOUND,HIGH,BIOMARKERS_ASSAYS,,,,,,,,,,,lower-sensitivity comparison complement,,no identified high evidence under the observable proxy
326287,2025-08-28,2025-08,post_july_2024,The role of metabolic reprogramming in cardiovascular disease,Second Affiliated Hospital of Zhejiang University,https://www.ukbiobank.ac.uk/projects/the-role-of-metabolic-reprogramming-in-cardiovascular-disease/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,NEWLY_RAP_BOUND,HIGH,BIOMARKERS_ASSAYS,,,,,,,,,,,lower-sensitivity comparison complement,,no identified high evidence under the observable proxy
327276,2025-03-25,2025-03,post_july_2024,"Evaluating the Impacts of Genetic Predisposition and Gene Variants on the Development of Disease Related to Occupational, Medical, and Accidental Radiation Exposure",University of Texas (MD Anderson),https://www.ukbiobank.ac.uk/projects/evaluating-the-impacts-of-genetic-predisposition-and-gene-variants-on-the-development-of-disease-related-to-occupational-medical-and-accidental-radiation-exposure/,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,NEWLY_RAP_BOUND,MEDIUM,QUESTIONNAIRES_ASSESSMENT,,,,,,,,,,,Stage 3 low-granularity legacy modality,legacy_modalities=QUESTIONNAIRES_ASSESSMENT,only strict low-granularity legacy modality evidence and no high flags
327932,2025-09-18,2025-09,post_july_2024,"The causal association of environmental, lifestyle, medical and genetic factors with pulmonary hypertension and its prognosis",Sichuan Provincial People's Hospital,https://www.ukbiobank.ac.uk/projects/the-causal-association-of-environmental-lifestyle-medical-and-genetic-factors-with-pulmonary-hypertension-and-its-prognosis/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,NEWLY_RAP_BOUND,HIGH,BIOMARKERS_ASSAYS|GENOTYPING_IMPUTATION|QUESTIONNAIRES_ASSESSMENT,,,,,,,,,,,lower-sensitivity comparison complement,,no identified high evidence under the observable proxy
328929,2024-12-16,2024-12,post_july_2024,"Understanding pathophysiology, multimorbidity, and treatment response in chronic inflammatory conditions",University of Manchester,https://www.ukbiobank.ac.uk/projects/understanding-pathophysiology-multimorbidity-and-treatment-response-in-chronic-inflammatory-conditions/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,UNCLEAR,LOW,,,,,,,,,,,,lower-sensitivity comparison complement,,no identified high evidence under the observable proxy
329250,2025-02-04,2025-02,post_july_2024,Explore the 'microbiota-gut-brain' mechanisms of depression onset through a multi-omics approach.,Xuzhou Medical University,https://www.ukbiobank.ac.uk/projects/explore-the-microbiota-gut-brain-mechanisms-of-depression-onset-through-a-multi-omics-approach/,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,NEWLY_RAP_BOUND,HIGH,BIOMARKERS_ASSAYS|GENOTYPING_IMPUTATION|IMAGING,,,,,brain imaging,schema27_notes,20215; 20216; 20217; 20218; 20219; 20220; 20221; 20225; 20227; 20249; 20250; 20251; 20252; 20253; 20266; 26300; 31219; 31220; 31221; 31222; 31223; 31224; 31225; 31226; 31227; 31228; 31229; 31230; 31231; 31232; 31233; 31234; 31235; 31236; 31237; 31238; 31239; 31240; 31241; 31242; 31243; 31244; 1020215; 1020216; 1020217; 1020218; 1020219; 1020220; 1020221; 1020225; 1020227; 1020249; 1020250; 1020251; 1020252; 1020253; 1020266; 1026300; 2020215; 2020216; 2020217; 2020218; 2020219; 2020220; 2020221; 2020225; 2020227; 2020249; 2020250; 2020251; 2020252; 2020253; 2020266; 2026300,Scout images for brain scans - DICOM; T1 structural brain images - DICOM; Functional brain images - task - DICOM; Multiband diffusion brain images - DICOM; Susceptibility weighted brain images - DICOM; T2 FLAIR structural brain images - DICOM; T2/PD brain images - DICOM; Functional brain images - resting - DICOM; Functional brain images - resting - NIFTI; Functional brain images - task - NIFTI; Multiband diffusion brain images - NIFTI; Susceptibility weighted brain images - NIFTI; ... +62 more,Brain MRI/imaging,"...microbiota, is decreased in individuals with depression and is associated with changes in brain function. Furthermore, abnormal connectivity between the cerebellum and brain in depressed individuals has been linked to early stress and SCFAs levels, mediating the re...",S3-derived application text,schema27_notes term=brain imaging field_family=Brain MRI/imaging,application text matched high-precision term derived from the 199 s3 Schema 1 fields
329588,2025-06-24,2025-06,post_july_2024,Exploring Activity Levels and Dusk-Related Activity in Individuals with Visual Impairment Using Wearable Technology: A Proposed Research Protocol,University College London,https://www.ukbiobank.ac.uk/projects/exploring-activity-levels-and-dusk-related-activity-in-individuals-with-visual-impairment-using-wearable-technology-a-proposed-research-protocol/,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,NEWLY_RAP_BOUND,MEDIUM,QUESTIONNAIRES_ASSESSMENT,,,,,,,,,,,Stage 3 low-granularity legacy modality,legacy_modalities=QUESTIONNAIRES_ASSESSMENT,only strict low-granularity legacy modality evidence and no high flags
329910,2025-02-04,2025-02,post_july_2024,Assessing frequency distribution of the HHT mutations,Diagonal Therapeutics Inc.,https://www.ukbiobank.ac.uk/projects/assessing-frequency-distribution-of-the-hht-mutations/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,UNCLEAR,LOW,,,,,,,,,,,,lower-sensitivity comparison complement,,no identified high evidence under the observable proxy
330244,2024-10-30,2024-10,post_july_2024,Enhancing neurological diagnosis and treatment through synthetic perfusion imaging and atlas construction using machine learning,University Medical Center Hamburg-Eppendorf,https://www.ukbiobank.ac.uk/projects/enhancing-neurological-diagnosis-and-treatment-through-synthetic-perfusion-imaging-and-atlas-construction-using-machine-learning/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,NEWLY_RAP_BOUND,HIGH,IMAGING,,,,,,,,,,,lower-sensitivity comparison complement,,no identified high evidence under the observable proxy
331567,2024-10-30,2024-10,post_july_2024,Enhancing Precision in Polygenic Risk Scores through Absolute Risk Modeling and Rare Variant Integration,Nucleus Genomics Ltd,https://www.ukbiobank.ac.uk/projects/enhancing-precision-in-polygenic-risk-scores-through-absolute-risk-modeling-and-rare-variant-integration/,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,C1,explicit_sequence_data_wording,whole genome sequencing / whole-genome sequence,Whole genome sequencing data,MIXED,HIGH,GENOTYPING_IMPUTATION,WGS,WGS,stage3_already_rap_modalities,WGS,,,,,,,explicit WES/WGS or sequence-product evidence,stage3_already_rap_modalities=WGS,"concrete WES/WGS, sequence data, or sequence-product term in observable evidence"
332898,2024-12-04,2024-12,post_july_2024,Advanced Machine Learning Techniques for Early Detection and Prediction of Prediabetes in Healthcare,Universiti Teknikal Malaysia Melaka,https://www.ukbiobank.ac.uk/projects/advanced-machine-learning-techniques-for-early-detection-and-prediction-of-prediabetes-in-healthcare/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,NEWLY_RAP_BOUND,HIGH,BIOMARKERS_ASSAYS|LINKED_HEALTH_RECORDS,,,,,,,,,,,lower-sensitivity comparison complement,,no identified high evidence under the observable proxy
332912,2024-10-15,2024-10,post_july_2024,Bidirectional Association Between Cardiovascular Disease and Prostate Cancer in a Prospective Cohort Study,Beijing Hospital,https://www.ukbiobank.ac.uk/projects/bidirectional-association-between-cardiovascular-disease-and-prostate-cancer-in-a-prospective-cohort-study/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,UNCLEAR,LOW,,,,,,,,,,,,lower-sensitivity comparison complement,,no identified high evidence under the observable proxy
333218,2025-06-21,2025-06,post_july_2024,Understanding molecular factors contributing to the development and presentation of inflammatory bowel disease,Aalborg University,https://www.ukbiobank.ac.uk/projects/understanding-molecular-factors-contributing-to-the-development-and-presentation-of-inflammatory-bowel-disease/,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,NEWLY_RAP_BOUND,HIGH,BIOMARKERS_ASSAYS|IMAGING|QUESTIONNAIRES_ASSESSMENT,,,,,MRI scans,schema27_notes,20207; 20215; 31001; 31002; 31003; 31004; 31005; 31006; 31007; 31008; 31236; 31237; 31238; 31239; 31240; 31241; 31242; 32136; 1020207; 1020215; 1025750; 1025751; 1025752; 1025753; 1025754; 1025755; 1032136; 2020207; 2020215; 2025750; 2025751; 2025752; 2025753; 2025754; 2025755; 2032136,Scout images for heart MRI - DICOM; Scout images for brain scans - DICOM; Native aparc a2009s dMRI; Native aparc dMRI; Native Glasser dMRI; Native Schaefer7n200p dMRI; Native Schaefer7n500p dMRI; Native Tian Subcortex S1 3T dMRI; Native Tian Subcortex S4 3T dMRI; Native Schaefer7n1000p dMRI; PANDORA: included in dMRI tracts; PANDORA: included in tfMRI cope1; ... +24 more,Mixed s3 imaging/file fields,"...quely detailed healthcare data available from Denmark and from the UK Biobank, looking at MRI scans, protein levels, diet questionnaires and other health-related information. This will help the healthcare community to better understand and characterise the develo...",S3-derived application text,schema27_notes term=MRI scans field_family=Mixed s3 imaging/file fields,application text matched high-precision term derived from the 199 s3 Schema 1 fields
333549,2025-05-14,2025-05,post_july_2024,"Integrating living environment, individual-level determinants, genetic predisposition and medical images for identifying early- and late-onset disease from the large-scale populational perspective",Henan Provincial People's Hospital,https://www.ukbiobank.ac.uk/projects/integrating-living-environment-individual-level-determinants-genetic-predisposition-and-medical-images-for-identifying-early-and-late-onset-disease-from-the-large-scale-populational-perspective/,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,NEWLY_RAP_BOUND,HIGH,ENVIRONMENT_GEOSPATIAL|QUESTIONNAIRES_ASSESSMENT,,,,,,,,,,,Stage 3 low-granularity legacy modality,legacy_modalities=ENVIRONMENT_GEOSPATIAL|QUESTIONNAIRES_ASSESSMENT,only strict low-granularity legacy modality evidence and no high flags
333554,2024-11-22,2024-11,post_july_2024,Exploring Risk Factors and Potential Mechanisms of Urogenital System Diseases through Multi-Omics Data Analysis with Machine Learning Approaches,Zhejiang University,https://www.ukbiobank.ac.uk/projects/exploring-risk-factors-and-potential-mechanisms-of-urogenital-system-diseases-through-multi-omics-data-analysis-with-machine-learning-approaches/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,NEWLY_RAP_BOUND,HIGH,BIOMARKERS_ASSAYS|ENVIRONMENT_GEOSPATIAL,,,,,,,,,,,lower-sensitivity comparison complement,,no identified high evidence under the observable proxy
334205,2025-04-30,2025-04,post_july_2024,Association of novel heart failure risk factors and biomarkers with incident cancer,Erasmus MC,https://www.ukbiobank.ac.uk/projects/association-of-novel-heart-failure-risk-factors-and-biomarkers-with-incident-cancer/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,NEWLY_RAP_BOUND,HIGH,BIOMARKERS_ASSAYS|QUESTIONNAIRES_ASSESSMENT,,,,,,,,,,,lower-sensitivity comparison complement,,no identified high evidence under the observable proxy
335191,2024-11-27,2024-11,post_july_2024,"The impact of lifestyle, environment, genotype, and nutritional metabolic health on the occurrence, development, and prognosis of cardiovascular disease","Beijing Friendship Hospital, Capital Medical University",https://www.ukbiobank.ac.uk/projects/the-impact-of-lifestyle-environment-genotype-and-nutritional-metabolic-health-on-the-occurrence-development-and-prognosis-of-cardiovascular-disease/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,NEWLY_RAP_BOUND,HIGH,GENOTYPING_IMPUTATION|QUESTIONNAIRES_ASSESSMENT,,,,,,,,,,,lower-sensitivity comparison complement,,no identified high evidence under the observable proxy
335526,2025-02-04,2025-02,post_july_2024,Developing Advanced Foundation Models for Predicting and Diagnosing Neurological Disorders Using Brain MRI Data!,Indian Institute of Technology Hyderabad,https://www.ukbiobank.ac.uk/projects/developing-advanced-foundation-models-for-predicting-and-diagnosing-neurological-disorders-using-brain-mri-data/,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,NEWLY_RAP_BOUND,HIGH,IMAGING,,,,,brain MRI,schema27_title,20215; 20216; 20217; 20218; 20219; 20220; 20221; 20225; 20227; 20249; 20250; 20251; 20252; 20253; 20266; 26300; 1020215; 1020216; 1020217; 1020218; 1020219; 1020220; 1020221; 1020225; 1020227; 1020249; 1020250; 1020251; 1020252; 1020253; 1020266; 1026300; 2020215; 2020216; 2020217; 2020218; 2020219; 2020220; 2020221; 2020225; 2020227; 2020249; 2020250; 2020251; 2020252; 2020253; 2020266; 2026300,Scout images for brain scans - DICOM; T1 structural brain images - DICOM; Functional brain images - task - DICOM; Multiband diffusion brain images - DICOM; Susceptibility weighted brain images - DICOM; T2 FLAIR structural brain images - DICOM; T2/PD brain images - DICOM; Functional brain images - resting - DICOM; Functional brain images - resting - NIFTI; Functional brain images - task - NIFTI; Multiband diffusion brain images - NIFTI; Susceptibility weighted brain images - NIFTI; ... +36 more,Brain MRI/imaging,...ing Advanced Foundation Models for Predicting and Diagnosing Neurological Disorders Using Brain MRI Data!,S3-derived application text,schema27_title term=brain MRI field_family=Brain MRI/imaging,application text matched high-precision term derived from the 199 s3 Schema 1 fields
335854,2025-01-10,2025-01,post_july_2024,"The Direct and Indirect Effects of Genetics, Education, and Mental Health",Cornell University,https://www.ukbiobank.ac.uk/projects/the-direct-and-indirect-effects-of-genetics-education-and-mental-health/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,NEWLY_RAP_BOUND,HIGH,GENOTYPING_IMPUTATION,,,,,,,,,,,lower-sensitivity comparison complement,,no identified high evidence under the observable proxy
335865,2025-06-26,2025-06,post_july_2024,Sexual orientation behaviour in relation all-cause and cause-specific mortality: UK Biobank,University of East Anglia,https://www.ukbiobank.ac.uk/projects/sexual-orientation-behaviour-in-relation-all-cause-and-cause-specific-mortality-uk-biobank/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,UNCLEAR,LOW,,,,,,,,,,,,lower-sensitivity comparison complement,,no identified high evidence under the observable proxy
336541,2024-10-04,2024-10,post_july_2024,"Independent and joint influences of behavioral, environmental, and genetic factors on the incidence, progression, and prognosis of chronic non-communicable diseases",Huazhong University of Science and Technology,https://www.ukbiobank.ac.uk/projects/independent-and-joint-influences-of-behavioral-environmental-and-genetic-factors-on-the-incidence-progression-and-prognosis-of-chronic-non-communicable-diseases/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,NEWLY_RAP_BOUND,HIGH,BIOMARKERS_ASSAYS|ENVIRONMENT_GEOSPATIAL|QUESTIONNAIRES_ASSESSMENT,,,,,,,,,,,lower-sensitivity comparison complement,,no identified high evidence under the observable proxy
336848,2024-11-22,2024-11,post_july_2024,Health and Wealth: A Spatial Analysis of Multimorbidity Patterns from a Real Estate and Built Environment Perspective,University of Cambridge,https://www.ukbiobank.ac.uk/projects/health-and-wealth-a-spatial-analysis-of-multimorbidity-patterns-from-a-real-estate-and-built-environment-perspective/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,NEWLY_RAP_BOUND,HIGH,BIOMARKERS_ASSAYS|ENVIRONMENT_GEOSPATIAL|QUESTIONNAIRES_ASSESSMENT,,,,,,,,,,,lower-sensitivity comparison complement,,no identified high evidence under the observable proxy
337509,2024-11-28,2024-11,post_july_2024,Liquid diagnosis of primary aldosteronism,Uppsala University,https://www.ukbiobank.ac.uk/projects/liquid-diagnosis-of-primary-aldosteronism/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,NEWLY_RAP_BOUND,HIGH,BIOMARKERS_ASSAYS|PHYSICAL_MEASURES,,,,,,,,,,,lower-sensitivity comparison complement,,no identified high evidence under the observable proxy
337836,2025-04-25,2025-04,post_july_2024,Machine Learning to Identify Tissue-Specific Clinically Relevant Circulating Biomarkers of Senescence,National Institute on Aging,https://www.ukbiobank.ac.uk/projects/machine-learning-to-identify-tissue-specific-clinically-relevant-circulating-biomarkers-of-senescence/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,NEWLY_RAP_BOUND,HIGH,BIOMARKERS_ASSAYS,,,,,,,,,,,lower-sensitivity comparison complement,,no identified high evidence under the observable proxy
338173,2025-02-13,2025-02,post_july_2024,"Precision medicine: novel methodologies in genomics, imaging, and clinical data analysis",BI-REX Big Data Innovation & Research Excellence,https://www.ukbiobank.ac.uk/projects/precision-medicine-novel-methodologies-in-genomics-imaging-and-clinical-data-analysis/,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,NEWLY_RAP_BOUND,HIGH,BIOMARKERS_ASSAYS|IMAGING|LINKED_HEALTH_RECORDS,,,,,brain MRI,schema27_notes,20215; 20216; 20217; 20218; 20219; 20220; 20221; 20225; 20227; 20249; 20250; 20251; 20252; 20253; 20266; 26300; 1020215; 1020216; 1020217; 1020218; 1020219; 1020220; 1020221; 1020225; 1020227; 1020249; 1020250; 1020251; 1020252; 1020253; 1020266; 1026300; 2020215; 2020216; 2020217; 2020218; 2020219; 2020220; 2020221; 2020225; 2020227; 2020249; 2020250; 2020251; 2020252; 2020253; 2020266; 2026300,Scout images for brain scans - DICOM; T1 structural brain images - DICOM; Functional brain images - task - DICOM; Multiband diffusion brain images - DICOM; Susceptibility weighted brain images - DICOM; T2 FLAIR structural brain images - DICOM; T2/PD brain images - DICOM; Functional brain images - resting - DICOM; Functional brain images - resting - NIFTI; Functional brain images - task - NIFTI; Multiband diffusion brain images - NIFTI; Susceptibility weighted brain images - NIFTI; ... +36 more,Brain MRI/imaging,"...ontaining genomic, imaging, and clinical data. We want to understand how gene variations, brain structure, and health records interact to influence our risk of developing cancer and neurological conditions. By studying these relationships, we hope to predict the ri...",S3-derived application text,schema27_notes term=brain MRI field_family=Brain MRI/imaging,application text matched high-precision term derived from the 199 s3 Schema 1 fields
339480,2024-11-05,2024-11,post_july_2024,"Advanced Omics, Non-Omic Determinants, and Phenotyping for Cardiovascular Disease and Comorbidities",Fuwai Hospital Chinese Academy of Medical Sciences,https://www.ukbiobank.ac.uk/projects/advanced-omics-non-omic-determinants-and-phenotyping-for-cardiovascular-disease-and-comorbidities/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,NEWLY_RAP_BOUND,HIGH,BIOMARKERS_ASSAYS|IMAGING|QUESTIONNAIRES_ASSESSMENT,,,,,,,,,,,lower-sensitivity comparison complement,,no identified high evidence under the observable proxy
340476,2025-10-12,2025-10,post_july_2024,"Lifestyle, genetics, metabolic factors, cardiovascular health, and microvascular complications in individuals and populations",Sun Yat-Sen University,https://www.ukbiobank.ac.uk/projects/lifestyle-genetics-metabolic-factors-cardiovascular-health-and-microvascular-complications-in-individuals-and-populations/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,NEWLY_RAP_BOUND,HIGH,LINKED_HEALTH_RECORDS|PHYSICAL_MEASURES|QUESTIONNAIRES_ASSESSMENT,,,,,,,,,,,lower-sensitivity comparison complement,,no identified high evidence under the observable proxy
340804,2025-01-03,2025-01,post_july_2024,Impact of Immune Cell G-Protein Coupled Receptor Signaling on Diabetes and Obesity,Indian Institute of Technology Kanpur,https://www.ukbiobank.ac.uk/projects/impact-of-immune-cell-g-protein-coupled-receptor-signaling-on-diabetes-and-obesity/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,UNCLEAR,LOW,,,,,,,,,,,,lower-sensitivity comparison complement,,no identified high evidence under the observable proxy
341130,2025-02-14,2025-02,post_july_2024,Sepsis risk factors and development of Sepsis-associated acute kidney injury: a multi-omics analysis,Harbin Medical University,https://www.ukbiobank.ac.uk/projects/sepsis-risk-factors-and-development-of-sepsis-associated-acute-kidney-injury-a-multi-omics-analysis/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,NEWLY_RAP_BOUND,HIGH,BIOMARKERS_ASSAYS,,,,,,,,,,,lower-sensitivity comparison complement,,no identified high evidence under the observable proxy
341468,2025-03-21,2025-03,post_july_2024,"Exploring the relationship between lung cancer and genetic, lifestyle, social factors and other diseases: a UK Biobank-based study",Guangdong Provincial People's Hospital,https://www.ukbiobank.ac.uk/projects/exploring-the-relationship-between-lung-cancer-and-genetic-lifestyle-social-factors-and-other-diseases-a-uk-biobank-based-study/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,NEWLY_RAP_BOUND,HIGH,GENOTYPING_IMPUTATION|QUESTIONNAIRES_ASSESSMENT,,,,,,,,,,,lower-sensitivity comparison complement,,no identified high evidence under the observable proxy
341475,2025-04-25,2025-04,post_july_2024,Biomarker discovery in neurodegenerative diseases using integrated longitudinal data analysis,NeuroDiscovery AI Inc,https://www.ukbiobank.ac.uk/projects/biomarker-discovery-in-neurodegenerative-diseases-using-integrated-longitudinal-data-analysis/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,NEWLY_RAP_BOUND,HIGH,BIOMARKERS_ASSAYS|QUESTIONNAIRES_ASSESSMENT,,,,,,,,,,,lower-sensitivity comparison complement,,no identified high evidence under the observable proxy
343445,2024-10-07,2024-10,post_july_2024,Cardiovascular damage in renal disease: investigating factors linked to cardio-renal disease constellations in the UK Biobank,University of Freiburg,https://www.ukbiobank.ac.uk/projects/cardiovascular-damage-in-renal-disease-investigating-factors-linked-to-cardio-renal-disease-constellations-in-the-uk-biobank/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,NEWLY_RAP_BOUND,HIGH,BIOMARKERS_ASSAYS|GENOTYPING_IMPUTATION|IMAGING|PHYSICAL_MEASURES,,,,,,,,,,,lower-sensitivity comparison complement,,no identified high evidence under the observable proxy
